Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides CRC1	Peptides CRC10	Peptides CRC2	Peptides CRC3	Peptides CRC4	Peptides CRC5	Peptides CRC6	Peptides CRC7	Peptides CRC8	Peptides CRC9	Peptides NMT1	Peptides NMT10	Peptides NMT2	Peptides NMT3	Peptides NMT4	Peptides NMT5	Peptides NMT6	Peptides NMT7	Peptides NMT8	Peptides NMT9	Razor + unique peptides CRC1	Razor + unique peptides CRC10	Razor + unique peptides CRC2	Razor + unique peptides CRC3	Razor + unique peptides CRC4	Razor + unique peptides CRC5	Razor + unique peptides CRC6	Razor + unique peptides CRC7	Razor + unique peptides CRC8	Razor + unique peptides CRC9	Razor + unique peptides NMT1	Razor + unique peptides NMT10	Razor + unique peptides NMT2	Razor + unique peptides NMT3	Razor + unique peptides NMT4	Razor + unique peptides NMT5	Razor + unique peptides NMT6	Razor + unique peptides NMT7	Razor + unique peptides NMT8	Razor + unique peptides NMT9	Unique peptides CRC1	Unique peptides CRC10	Unique peptides CRC2	Unique peptides CRC3	Unique peptides CRC4	Unique peptides CRC5	Unique peptides CRC6	Unique peptides CRC7	Unique peptides CRC8	Unique peptides CRC9	Unique peptides NMT1	Unique peptides NMT10	Unique peptides NMT2	Unique peptides NMT3	Unique peptides NMT4	Unique peptides NMT5	Unique peptides NMT6	Unique peptides NMT7	Unique peptides NMT8	Unique peptides NMT9	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type CRC1	Identification type CRC10	Identification type CRC2	Identification type CRC3	Identification type CRC4	Identification type CRC5	Identification type CRC6	Identification type CRC7	Identification type CRC8	Identification type CRC9	Identification type NMT1	Identification type NMT10	Identification type NMT2	Identification type NMT3	Identification type NMT4	Identification type NMT5	Identification type NMT6	Identification type NMT7	Identification type NMT8	Identification type NMT9	Sequence coverage CRC1 [%]	Sequence coverage CRC10 [%]	Sequence coverage CRC2 [%]	Sequence coverage CRC3 [%]	Sequence coverage CRC4 [%]	Sequence coverage CRC5 [%]	Sequence coverage CRC6 [%]	Sequence coverage CRC7 [%]	Sequence coverage CRC8 [%]	Sequence coverage CRC9 [%]	Sequence coverage NMT1 [%]	Sequence coverage NMT10 [%]	Sequence coverage NMT2 [%]	Sequence coverage NMT3 [%]	Sequence coverage NMT4 [%]	Sequence coverage NMT5 [%]	Sequence coverage NMT6 [%]	Sequence coverage NMT7 [%]	Sequence coverage NMT8 [%]	Sequence coverage NMT9 [%]	Intensity	Intensity CRC1	Intensity CRC10	Intensity CRC2	Intensity CRC3	Intensity CRC4	Intensity CRC5	Intensity CRC6	Intensity CRC7	Intensity CRC8	Intensity CRC9	Intensity NMT1	Intensity NMT10	Intensity NMT2	Intensity NMT3	Intensity NMT4	Intensity NMT5	Intensity NMT6	Intensity NMT7	Intensity NMT8	Intensity NMT9	iBAQ peptides	iBAQ	iBAQ CRC1	iBAQ CRC10	iBAQ CRC2	iBAQ CRC3	iBAQ CRC4	iBAQ CRC5	iBAQ CRC6	iBAQ CRC7	iBAQ CRC8	iBAQ CRC9	iBAQ NMT1	iBAQ NMT10	iBAQ NMT2	iBAQ NMT3	iBAQ NMT4	iBAQ NMT5	iBAQ NMT6	iBAQ NMT7	iBAQ NMT8	iBAQ NMT9	LFQ intensity CRC1	LFQ intensity CRC10	LFQ intensity CRC2	LFQ intensity CRC3	LFQ intensity CRC4	LFQ intensity CRC5	LFQ intensity CRC6	LFQ intensity CRC7	LFQ intensity CRC8	LFQ intensity CRC9	LFQ intensity NMT1	LFQ intensity NMT10	LFQ intensity NMT2	LFQ intensity NMT3	LFQ intensity NMT4	LFQ intensity NMT5	LFQ intensity NMT6	LFQ intensity NMT7	LFQ intensity NMT8	LFQ intensity NMT9	MS/MS count CRC1	MS/MS count CRC10	MS/MS count CRC2	MS/MS count CRC3	MS/MS count CRC4	MS/MS count CRC5	MS/MS count CRC6	MS/MS count CRC7	MS/MS count CRC8	MS/MS count CRC9	MS/MS count NMT1	MS/MS count NMT10	MS/MS count NMT2	MS/MS count NMT3	MS/MS count NMT4	MS/MS count NMT5	MS/MS count NMT6	MS/MS count NMT7	MS/MS count NMT8	MS/MS count NMT9	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Phospho (STY) site IDs	Oxidation (M) site positions	Phospho (STY) site positions	Taxonomy IDs
P21817	P21817	1	1	1	Ryanodine receptor 1	RYR1	sp|P21817|RYR1_HUMAN Ryanodine receptor 1 OS=Homo sapiens OX=9606 GN=RYR1 PE=1 SV=3	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0.2	0.2	0.2	565.17	5038	5038	1	-2									By matching			By matching					By matching	By MS/MS		By matching	0	0	0	0	0	0	0	0	0.2	0	0	0.2	0	0	0	0	0.2	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			48	106	True	107	439;440;441;442;443	254	254		17		3446	9606
Q93079;Q5QNW6;P23527	Q93079;Q5QNW6;P23527	1;1;1	1;1;1	1;1;1	Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 1-O	HIST1H2BH;HIST2H2BF;HIST1H2BO	sp|Q93079|H2B1H_HUMAN Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=HIST1H2BH PE=1 SV=3;sp|Q5QNW6|H2B2F_HUMAN Histone H2B type 2-F OS=Homo sapiens OX=9606 GN=HIST2H2BF PE=1 SV=3;sp|P23527|H2B1O_HUMAN Histone H2B type 1-O OS=Homo sapiens OX=9606 GN=HIST1H	3	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	8.7	8.7	8.7	13.892	126	126;126;126	0.011765	0.29674	By matching				By matching							By matching							By MS/MS	By MS/MS	8.7	0	0	0	8.7	0	0	0	0	0	0	8.7	0	0	0	0	0	0	8.7	8.7	424020	41708	0	0	0	43937	0	0	0	0	0	0	81963	0	0	0	0	0	0	139620	116790	7	60574	5958.3	0	0	0	6276.7	0	0	0	0	0	0	11709	0	0	0	0	0	0	19945	16684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2				49	115	True	116	481;482;483;484;485	265;266	265					9606;9606;9606
P23528;P60981;Q9Y281	P23528;P60981;Q9Y281	2;1;1	2;1;1	2;1;1	Cofilin-1;Destrin;Cofilin-2	CFL1;DSTN;CFL2	sp|P23528|COF1_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3;sp|P60981|DEST_HUMAN Destrin OS=Homo sapiens OX=9606 GN=DSTN PE=1 SV=3;sp|Q9Y281|COF2_HUMAN Cofilin-2 OS=Homo sapiens OX=9606 GN=CFL2 PE=1 SV=1	3	2	2	2	1	0	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	2	2	1	0	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	2	2	1	0	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	2	2	12.7	12.7	12.7	18.502	166	166;165;166	0	210.44	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS			By matching		By MS/MS	By MS/MS			By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	7.2	0	7.2	7.2	7.2	7.2	0	0	7.2	0	7.2	7.2	0	0	7.2	0	7.2	7.2	12.7	12.7	10126000	328820	0	263530	327910	303930	299280	0	0	92588	0	198970	1105300	0	0	39028	0	1508200	1917600	1952900	1788100	10	1012600	32882	0	26353	32791	30393	29928	0	0	9258.8	0	19897	110530	0	0	3902.8	0	150820	191760	195290	178810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1959800	1781200	2	0	2	3	3	3	0	0	0	0	3	3	0	0	2	0	3	3	6	4	37				50	6;141	True;True	6;144	37;38;39;40;41;42;43;44;45;46;47;48;49;687;688	23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;536;537	53;537					9606;9606;9606
P24723	P24723	1	1	1	Protein kinase C eta type	PRKCH	sp|P24723|KPCL_HUMAN Protein kinase C eta type OS=Homo sapiens OX=9606 GN=PRKCH PE=1 SV=4	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.3	2.3	2.3	77.828	683	683	1	-2																			By matching	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			51	41	True	41	194;195	139	139		18		465	9606
P25391	P25391	1	1	1	Laminin subunit alpha-1	LAMA1	sp|P25391|LAMA1_HUMAN Laminin subunit alpha-1 OS=Homo sapiens OX=9606 GN=LAMA1 PE=1 SV=2	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	337.08	3075	3075	0.0084034	0.13984			By MS/MS		By MS/MS																0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				52	153	True	156	749;750	575;576	575		19;20		2488;2490	9606
P29597	P29597	1	1	1	Non-receptor tyrosine-protein kinase TYK2	TYK2	sp|P29597|TYK2_HUMAN Non-receptor tyrosine-protein kinase TYK2 OS=Homo sapiens OX=9606 GN=TYK2 PE=1 SV=3	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	1.3	1.3	133.65	1187	1187	1	-2						By MS/MS															0	0	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			53	86	True	87	370	218	218		21		768	9606
P35243	P35243	1	1	1	Recoverin	RCVRN	sp|P35243|RECO_HUMAN Recoverin OS=Homo sapiens OX=9606 GN=RCVRN PE=1 SV=2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	8.5	8.5	8.5	23.13	200	200	0.014706	0.3997													By matching	By MS/MS	By matching				By matching	By matching	0	0	0	0	0	0	0	0	0	0	0	0	8.5	8.5	8.5	0	0	0	8.5	8.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				54	36	True	36	173;174;175;176;177	134	134	7	144	92	86	9606
P35573	P35573	1	1	1	Glycogen debranching enzyme;4-alpha-glucanotransferase;Amylo-alpha-1,6-glucosidase	AGL	sp|P35573|GDE_HUMAN Glycogen debranching enzyme OS=Homo sapiens OX=9606 GN=AGL PE=1 SV=3	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	174.76	1532	1532	0.0074074	0.12173		By matching					By matching			By matching							By matching	By MS/MS	By matching	By MS/MS	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				55	111	True	112	461;462;463;464;465;466;467	259;260	260		145		1308	9606
P39019	P39019	1	1	1	40S ribosomal protein S19	RPS19	sp|P39019|RS19_HUMAN 40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	10.3	10.3	10.3	16.06	145	145	0.025641	0.86058			By matching								By matching	By MS/MS	By matching				By matching	By MS/MS	By MS/MS	By matching	0	0	10.3	0	0	0	0	0	0	0	10.3	10.3	10.3	0	0	0	10.3	10.3	10.3	10.3	3024000	0	0	35418	0	0	0	0	0	0	0	43330	438300	61302	0	0	0	511210	599220	681360	653830	10	302400	0	0	3541.8	0	0	0	0	0	0	0	4333	43830	6130.2	0	0	0	51121	59922	68136	65383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653830	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	4				56	118	True	119	494;495;496;497;498;499;500;501	272;273;274;275	274					9606
P51617	P51617	1	1	1	Interleukin-1 receptor-associated kinase 1	IRAK1	sp|P51617|IRAK1_HUMAN Interleukin-1 receptor-associated kinase 1 OS=Homo sapiens OX=9606 GN=IRAK1 PE=1 SV=2	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1.5	1.5	1.5	76.536	712	712	0.019608	0.59191	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS					By matching			By MS/MS							1.5	0	1.5	1.5	1.5	1.5	0	0	0	0	1.5	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				57	128	True	129	535;536;537;538;539;540;541	302;303;304;305;306;307;308;309;310	302		90		512	9606
P52272	P52272	1	1	1	Heterogeneous nuclear ribonucleoprotein M	HNRNPM	sp|P52272|HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	2.2	2.2	2.2	77.515	730	730	0	36.287												By matching					By MS/MS	By matching		By MS/MS	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	2.2	2.2	0	2.2	999320	0	0	0	0	0	0	0	0	0	0	0	151410	0	0	0	0	234450	340600	0	272860	47	21262	0	0	0	0	0	0	0	0	0	0	0	3221.6	0	0	0	0	4988.2	7246.7	0	5805.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	4				58	0	True	0	0;1;2;3	0;1;2;3	2					9606
P53801	P53801	1	1	1	Pituitary tumor-transforming gene 1 protein-interacting protein	PTTG1IP	sp|P53801|PTTG_HUMAN Pituitary tumor-transforming gene 1 protein-interacting protein OS=Homo sapiens OX=9606 GN=PTTG1IP PE=1 SV=1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	6.1	6.1	6.1	20.324	180	180	0	34.813				By matching		By matching							By matching	By matching			By MS/MS		By MS/MS	By MS/MS	0	0	0	6.1	0	6.1	0	0	0	0	0	0	6.1	6.1	0	0	6.1	0	6.1	6.1	1416500	0	0	0	43909	0	38072	0	0	0	0	0	0	88216	91846	0	0	371340	0	399210	383920	7	202360	0	0	0	6272.7	0	5438.8	0	0	0	0	0	0	12602	13121	0	0	53049	0	57030	54845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	4				59	29	True	29	140;141;142;143;144;145;146	103;104;105;106	103					9606
P56385	P56385	1	1	1	ATP synthase subunit e, mitochondrial	ATP5I	sp|P56385|ATP5I_HUMAN ATP synthase subunit e, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5ME PE=1 SV=2	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	15.9	15.9	15.9	7.9331	69	69	0	6.7558	By matching		By matching	By matching	By matching	By matching					By matching	By matching					By MS/MS	By MS/MS	By matching		15.9	0	15.9	15.9	15.9	15.9	0	0	0	0	15.9	15.9	0	0	0	0	15.9	15.9	15.9	0	2626100	64999	0	70247	82597	74925	56059	0	0	0	0	92886	342820	0	0	0	0	544080	674970	622530	0	3	875370	21666	0	23416	27532	24975	18686	0	0	0	0	30962	114270	0	0	0	0	181360	224990	207510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	6				60	172	True	175	828;829;830;831;832;833;834;835;836;837	656;657;658;659;660;661	657					9606
P61604	P61604	1	1	1	10 kDa heat shock protein, mitochondrial	HSPE1	sp|P61604|CH10_HUMAN 10 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPE1 PE=1 SV=2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	9.8	9.8	9.8	10.932	102	102	0.016949	0.44557												By matching	By matching				By MS/MS	By MS/MS	By MS/MS	By matching	0	0	0	0	0	0	0	0	0	0	0	9.8	9.8	0	0	0	9.8	9.8	9.8	9.8	1479100	0	0	0	0	0	0	0	0	0	0	0	170820	32501	0	0	0	266220	373850	326930	308760	8	184880	0	0	0	0	0	0	0	0	0	0	0	21352	4062.6	0	0	0	33277	46731	40866	38595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3				61	16	True	16	82;83;84;85;86;87	73;74;75	75					9606
P62269	P62269	1	1	1	40S ribosomal protein S18	RPS18	sp|P62269|RS18_HUMAN 40S ribosomal protein S18 OS=Homo sapiens OX=9606 GN=RPS18 PE=1 SV=3	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	1	8.6	8.6	8.6	17.718	152	152	0.02381	0.74343									By matching		By MS/MS	By MS/MS		By matching	By matching		By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	8.6	0	8.6	8.6	0	8.6	8.6	0	8.6	8.6	8.6	8.6	8680400	0	0	0	0	0	0	0	0	481150	0	83651	1191300	0	92081	34138	0	1545700	1766300	1768200	1717900	9	964480	0	0	0	0	0	0	0	0	53461	0	9294.5	132370	0	10231	3793.1	0	171740	196250	196470	190870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1717900	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	3	2	3	3	15				62	145	True	148	703;704;705;706;707;708;709;710;711	543;544;545;546;547;548;549;550;551;552;553;554;555;556;557	554					9606
P62328	P62328	2	2	2	Thymosin beta-4;Hematopoietic system regulatory peptide	TMSB4X	sp|P62328|TYB4_HUMAN Thymosin beta-4 OS=Homo sapiens OX=9606 GN=TMSB4X PE=1 SV=2	1	2	2	2	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	0	2	2	2	2	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	0	2	2	2	2	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	0	2	2	2	2	31.8	31.8	31.8	5.0526	44	44	0	47.599	By matching	By matching	By MS/MS	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	25	25	25	25	31.8	25	25	25	31.8	25	31.8	31.8	25	25	25	0	31.8	31.8	31.8	31.8	91072000	362440	148570	403830	292140	490110	171790	169660	153720	330180	162360	1091900	11529000	1310200	1411600	279770	0	15495000	20171000	19145000	17954000	2	45536000	181220	74286	201920	146070	245050	85893	84830	76858	165090	81179	545940	5764500	655100	705810	139890	0	7747700	10085000	9572500	8976800	0	0	0	0	871270	0	0	0	577400	0	885610	8150200	0	0	0	0	10681000	15939000	13629000	13605000	0	0	1	0	1	0	0	0	0	0	2	12	2	3	1	0	10	11	12	12	67				63	130;131	True;True	131;132;133	559;560;561;562;563;564;565;566;567;568;569;570;571;572;573;574;575;576;577;578;579;580;581;582;583;584;585;586;587;588;589;590;591;592;593;594;595;596;597;598;599;600	366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394;395;396;397;398;399;400;401;402;403;404;405;406;407;408;409;410;411;412;413;414;415;416;417;418;419;420;421;422;423;424;425;426;427;428;429;430;431;432	409;429	8		7		9606
P63313	P63313	2	2	2	Thymosin beta-10	TMSB10	sp|P63313|TYB10_HUMAN Thymosin beta-10 OS=Homo sapiens OX=9606 GN=TMSB10 PE=1 SV=2	1	2	2	2	2	0	1	0	1	1	1	0	0	0	1	2	0	0	0	0	1	1	1	1	2	0	1	0	1	1	1	0	0	0	1	2	0	0	0	0	1	1	1	1	2	0	1	0	1	1	1	0	0	0	1	2	0	0	0	0	1	1	1	1	36.4	36.4	36.4	5.0256	44	44	0.035714	1.3473	By matching		By matching		By matching	By MS/MS	By matching				By matching	By MS/MS					By MS/MS	By MS/MS	By MS/MS	By MS/MS	36.4	0	31.8	0	31.8	36.4	36.4	0	0	0	31.8	36.4	0	0	0	0	36.4	36.4	36.4	31.8	2262000	151760	0	48606	0	53090	90823	138780	0	0	0	64744	410590	0	0	0	0	298680	367830	329390	307750	2	1131000	75881	0	24303	0	26545	45412	69392	0	0	0	32372	205300	0	0	0	0	149340	183910	164690	153870	0	0	0	0	0	0	0	0	0	0	0	410590	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	1	6				64	2;3	True;True	2;3	14;15;16;17;18;19;20;21;22;23;24;25;26	11;12;13;14;15;16;17	12;16	9		7		9606
Q5VTE0;P68104	Q5VTE0;P68104	1;1	1;1	1;1	Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha 1	EEF1A1P5;EEF1A1	sp|Q5VTE0|EF1A3_HUMAN Putative elongation factor 1-alpha-like 3 OS=Homo sapiens OX=9606 GN=EEF1A1P5 PE=5 SV=1;sp|P68104|EF1A1_HUMAN Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1	2	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	3.5	3.5	3.5	50.184	462	462;462	0.037037	1.3915	By matching		By matching		By matching							By matching					By matching	By MS/MS	By MS/MS	By MS/MS	3.5	0	3.5	0	3.5	0	0	0	0	0	0	3.5	0	0	0	0	3.5	3.5	3.5	3.5	3668400	92808	0	70927	0	89217	0	0	0	0	0	0	457640	0	0	0	0	668860	814100	719110	755730	21	174690	4419.4	0	3377.5	0	4248.4	0	0	0	0	0	0	21792	0	0	0	0	31851	38767	34243	35987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	755730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	5				65	20	True	20	97;98;99;100;101;102;103;104	83;84;85;86;87	84	10		429		9606;9606
